team,date,elo_(k=32)_rating,elo_(k=32)_avg_7d,elo_(k=32)_δ7d,elo_(k=32)_avg_30d,elo_(k=32)_δ30d,elo_(k=64)_rating,elo_(k=64)_avg_7d,elo_(k=64)_δ7d,elo_(k=64)_avg_30d,elo_(k=64)_δ30d,glicko_1_rating,glicko_1_μ,glicko_1_σ,glicko_1_δrat.7d,glicko_2_rating,glicko_2_μ,glicko_2_σ,glicko_2_δrat.7d
Team Liquid,3-7-2022,1134.13,1102.28,+57.93,1091.61,+49.42,1258.95,1193.16,+121.73,1172.26,+82.88,1836.18,2061.33,90.06,-42.51,1862.43,1980.87,47.38,-15.98
BOOM Esports,3-7-2022,1118.90,1144.54,-21.00,1160.39,-61.08,1127.07,1181.00,-39.89,1205.84,-113.93,1832.38,2042.44,84.03,+88.73,1861.89,1978.15,46.51,+15.83
BetBoom Team,3-7-2022,1151.13,1154.83,-7.46,1146.53,-,1247.87,1253.94,-12.23,1249.76,-,1727.09,1986.32,103.69,+15.24,1841.45,2005.32,65.55,+8.57
Vici Gaming,3-7-2022,1033.24,1034.05,-1.64,1018.75,+72.75,1090.05,1092.25,-4.44,1064.10,+147.31,1886.76,2151.78,106.01,+53.41,1841.04,1970.07,51.61,+13.76
Gaimin Gladiators,3-7-2022,1079.12,1095.69,-82.59,1108.14,-12.74,1085.57,1118.95,-176.08,1163.73,-46.51,1737.66,1969.26,92.64,+17.09,1836.40,1958.31,48.76,+5.96
Evil Geniuses,3-7-2022,1136.89,1140.24,-6.75,1138.84,-3.73,1204.28,1209.28,-10.08,1207.03,-15.20,1744.57,1994.52,99.98,+10.11,1835.02,1964.71,51.88,+0.94
INVICTUS GAMING,3-7-2022,1037.04,1037.95,-1.83,1029.20,+19.82,1049.49,1050.70,-2.44,1034.81,+34.25,1625.13,1958.43,133.32,+56.93,1834.95,1969.32,53.75,+7.30
Quincy Crew,3-7-2022,1050.54,1051.78,-2.49,1056.88,+2.35,1068.70,1070.39,-3.39,1075.66,+14.70,1882.61,2215.64,133.21,+67.73,1830.86,1974.49,57.45,+16.88
Thunder Awaken,3-7-2022,1209.65,1214.79,-10.35,1219.75,+4.43,1295.18,1302.42,-14.57,1306.89,+12.37,1627.40,1951.65,129.70,-69.03,1822.72,1943.80,48.43,-2.88
Entity,3-7-2022,1092.37,1094.63,-4.56,1107.92,-68.24,1118.40,1121.30,-5.84,1138.69,-118.68,1854.34,2104.33,100.00,+15.42,1818.63,1945.12,50.59,+1.11
Team Secret,3-7-2022,1010.30,1010.55,-0.51,1013.91,+2.49,1017.13,1017.55,-0.85,1025.51,+5.24,1810.53,2105.97,118.17,+133.21,1816.05,1948.11,52.82,+19.24
Fnatic,3-7-2022,1125.44,1128.51,-6.19,1114.37,+54.88,1221.11,1226.53,-10.91,1196.48,+110.34,1757.90,1989.61,92.68,-58.74,1795.95,1918.71,49.10,-19.47
EHOME,3-7-2022,990.51,1000.43,-24.20,1005.09,+19.74,990.36,1012.71,-57.80,1026.62,+45.28,1713.56,1977.96,105.76,+39.14,1792.10,1922.43,52.13,+4.85
T1,3-7-2022,1096.20,1098.56,-4.75,1100.12,-14.10,1147.66,1151.28,-7.29,1151.07,-17.73,1710.96,1936.40,90.18,-28.61,1777.69,1896.12,47.37,-16.94
beastcoast,3-7-2022,1087.83,1089.98,-4.33,1107.73,-71.15,1134.98,1138.29,-6.66,1164.17,-126.52,1681.61,1916.56,93.98,+62.51,1764.29,1886.62,48.93,+9.98
Nigma Galaxy,3-7-2022,969.86,982.78,-0.73,967.22,+14.76,1012.89,1037.26,+11.65,997.53,+61.74,1684.32,2014.07,131.90,+22.44,1760.98,1896.32,54.13,+3.88
Natus Vincere,3-7-2022,1011.72,1012.01,-0.58,1019.26,-3.97,1015.95,1016.34,-0.79,1038.67,-17.07,1728.15,2015.34,114.88,-47.49,1737.41,1877.69,56.11,-0.38
nouns,3-7-2022,1058.44,1058.19,-,1058.19,-,1123.63,1117.34,-,1117.34,-,1643.22,1892.35,99.65,-9.16,1702.08,1876.01,69.57,-17.71
Team Magma,3-7-2022,956.74,955.68,+2.13,952.69,-35.08,937.13,935.59,+3.10,927.12,-56.09,1344.80,1656.38,124.63,-93.30,1697.78,1833.60,54.33,-20.66
RSG,3-7-2022,1059.40,1034.86,+12.15,1097.75,-46.29,1071.66,1018.30,+34.57,1139.88,-97.32,1742.53,1917.38,69.94,+15.27,1692.57,1843.91,60.53,+8.71
Team SMG,3-7-2022,964.78,963.91,+1.74,968.92,-34.05,947.70,946.42,+2.58,954.07,-56.45,1688.85,1938.47,99.85,+97.99,1691.72,1823.34,52.65,+21.62
Aster.Aries,3-7-2022,1070.17,1071.89,-3.46,1058.75,+78.93,1118.18,1121.08,-5.83,1099.10,+129.71,1590.75,1889.63,119.55,-19.24,1691.02,1839.20,59.27,-8.27
Talon,3-7-2022,1071.75,1073.51,-3.54,1081.37,-29.50,1102.82,1105.34,-5.07,1116.60,-42.27,1798.05,2035.23,94.87,+66.72,1684.16,1843.19,63.61,+32.29
One Move,3-7-2022,1105.66,1135.65,-44.95,1158.54,-53.62,1220.36,1192.94,+5.73,1220.43,+4.74,1562.05,1747.58,74.21,-3.95,1679.63,1792.26,45.05,-6.67
Polaris Esports,3-7-2022,1117.17,1091.07,+93.37,1057.25,+71.02,1244.68,1146.52,+227.38,1069.25,+203.68,1718.78,1871.44,61.07,-11.16,1679.13,1790.92,44.72,-7.93
Execration,3-7-2022,1056.32,1072.10,-26.67,1019.49,+91.81,1080.97,1117.58,-76.98,1060.13,+103.56,1702.05,1884.28,72.89,+20.98,1667.42,1784.09,46.67,+9.92
CDEC ,3-7-2022,967.94,967.16,+1.58,964.39,+7.35,957.20,956.15,+2.11,952.46,+9.81,1570.82,1904.51,133.48,+51.51,1661.05,1825.02,65.59,+23.62
HellRaisers,3-7-2022,1014.31,1014.67,-0.71,1055.19,-75.65,1002.67,1002.74,-0.13,1081.58,-146.10,1521.26,1825.11,121.54,+148.10,1655.76,1796.68,56.37,+13.46
SHENZHEN,3-7-2022,982.00,981.56,+0.89,979.25,+9.93,967.83,967.04,+1.59,965.34,+5.72,1486.89,1754.45,107.02,+218.59,1651.02,1798.76,59.09,+50.74
Infamous U.esports.,3-7-2022,1017.43,1013.37,-18.14,1034.78,-8.61,1055.47,1011.50,+18.51,1056.04,+27.94,1573.86,1780.97,82.84,-18.29,1630.11,1744.98,45.95,-9.09
Nigma Galaxy SEA,3-7-2022,1111.70,1092.03,+30.02,1010.11,+138.15,1121.94,1159.39,-66.74,1037.11,+135.83,1686.28,1839.38,61.24,-12.94,1629.49,1745.97,46.59,-10.27
Hokori,3-7-2022,1066.27,1077.62,-29.98,1078.33,+2.16,1093.32,1113.34,-58.68,1131.53,-45.48,1490.10,1756.62,106.61,+152.20,1620.01,1736.88,46.75,+14.13
Wildcard Gaming,3-7-2022,1110.68,1084.70,+43.88,1033.97,+119.51,1198.13,1153.93,+65.68,1077.24,+187.02,1531.08,1767.99,94.76,+39.61,1616.15,1739.84,49.47,+5.63
Tempest,3-7-2022,1036.21,1037.09,-1.79,1041.83,-13.63,1049.95,1051.18,-2.46,1054.38,-2.29,1485.21,1741.74,102.61,+71.52,1615.53,1744.32,51.51,+5.50
Alliance,3-7-2022,1047.79,1048.97,-2.36,1045.40,+44.14,1111.93,1114.67,-5.52,1113.67,+46.54,1140.54,1514.80,149.70,+7.52,1599.46,1743.62,57.66,-16.47
Into The Breach,3-7-2022,992.83,992.66,+0.35,999.10,-55.60,950.60,949.39,+2.44,955.84,-86.61,1466.22,1732.63,106.56,+83.96,1598.72,1742.26,57.42,+10.81
LBZS,3-7-2022,884.82,882.00,+5.68,892.08,-50.77,815.76,811.25,+9.09,834.29,-101.26,1319.64,1599.54,111.96,-7.53,1596.52,1741.80,58.11,-8.30
Brame,3-7-2022,1057.13,1024.48,+80.36,969.89,+78.52,1211.53,1100.74,+205.67,994.82,+203.39,1407.76,1617.35,83.84,-50.62,1594.72,1710.12,46.16,-20.31
Ybb gaming,3-7-2022,951.53,950.34,+2.39,940.61,+14.55,929.48,927.75,+3.48,905.76,+54.26,1373.05,1635.59,105.02,+103.14,1593.07,1746.46,61.36,+24.89
Mind Games,3-7-2022,1009.93,1010.18,-0.49,1048.59,-66.22,1008.88,1009.10,-0.44,1064.56,-98.29,1336.41,1628.78,116.95,+70.63,1587.91,1721.96,53.62,+3.73
NO SORRY,3-7-2022,1089.27,1053.14,+22.10,1027.53,+121.48,1099.79,1080.79,-12.39,1050.29,+143.62,1582.83,1729.53,58.68,+8.36,1585.91,1701.55,46.25,-7.86
HYDRA,3-7-2022,952.36,957.47,-14.34,1008.61,-122.21,924.93,925.97,+2.29,1002.49,-213.47,1545.19,1676.80,52.64,-17.69,1579.00,1679.10,40.04,-18.35
Team Saiyan,3-7-2022,948.41,947.14,+2.55,974.41,-75.87,891.19,888.53,+5.37,934.41,-127.92,1225.49,1524.62,119.65,-6.34,1575.13,1724.01,59.55,-14.44
Lilgun ,3-7-2022,920.07,948.74,-76.94,989.38,-104.12,876.10,906.33,-86.06,952.37,-130.77,1546.76,1771.17,89.76,+27.53,1574.75,1692.53,47.11,+11.03
Army Geniuses,3-7-2022,1086.45,1099.41,-30.55,1050.52,+90.62,1103.28,1142.70,-88.95,1102.87,+59.37,1575.46,1753.32,71.14,+13.24,1572.88,1693.27,48.15,+5.46
Pari Parni,3-7-2022,1006.38,1006.53,-0.31,1013.81,-14.92,1010.67,1010.93,-0.53,1001.46,+11.41,1344.32,1562.19,87.15,+60.13,1572.12,1701.95,51.93,+6.30
TNC Predator,3-7-2022,943.81,942.43,+2.77,928.06,+33.88,933.41,931.77,+3.29,905.22,+60.69,1443.83,1705.72,104.75,+54.21,1570.50,1712.65,56.86,+17.76
PuckChamp,3-7-2022,1010.94,1011.21,-0.54,1010.13,+0.39,1025.96,1026.60,-1.28,1021.13,+5.72,1423.26,1693.65,108.16,+41.95,1569.41,1709.29,55.95,+12.32
Nemiga Gaming,3-7-2022,916.09,914.04,+4.14,888.43,+14.29,884.03,881.19,+5.72,816.40,+72.22,1576.07,1823.93,99.14,-47.32,1552.48,1671.22,47.50,+2.42
Coritiba Esports,3-7-2022,921.47,919.54,+3.88,924.32,-16.78,906.25,903.95,+4.63,913.56,-31.05,1425.48,1734.65,123.67,+154.68,1552.43,1684.39,52.78,+17.58
SG esports,3-7-2022,1017.57,1018.00,-0.87,1007.01,+52.65,1054.28,1055.61,-2.68,1038.13,+91.88,1459.23,1703.47,97.70,-1.68,1538.40,1678.34,55.98,-1.47
DGG Esports,3-7-2022,1039.53,999.37,+26.97,1026.62,+51.59,1020.39,971.39,+23.66,1034.92,+49.51,1364.01,1596.87,93.15,-16.78,1538.20,1657.24,47.62,-8.27
Infinity,3-7-2022,1078.62,1079.03,+44.23,1013.76,+98.04,1124.88,1138.80,+54.64,1035.27,+139.00,1443.19,1659.03,86.34,-30.90,1537.94,1660.75,49.13,-12.03
DogChamp,3-7-2022,1015.20,971.01,+70.60,912.39,+119.00,1081.26,1014.44,+111.55,895.73,+227.02,1568.60,1744.63,70.41,+3.44,1524.75,1649.96,50.08,+0.07
Ka4kanarskie cyxariki,3-7-2022,1047.93,1067.07,-21.18,1075.88,-,982.65,1069.90,-88.62,1100.78,-,1125.27,1677.72,220.98,-37.47,1522.40,1700.39,71.20,-1.92
Rune Eaters,3-7-2022,1070.70,1091.15,-13.84,1091.15,-,1072.95,1131.18,-59.07,1131.18,-,1420.36,1639.75,87.75,+7.54,1520.28,1695.99,70.28,+13.45
Motivate.Trust Gaming,3-7-2022,896.61,912.23,-30.29,915.41,-42.09,872.70,904.60,-64.49,890.98,-54.47,1040.75,1591.89,220.46,-37.57,1514.79,1643.40,51.45,-2.68
Dreamers Esports,3-7-2022,1007.24,1007.41,-0.36,1000.54,+16.09,1006.30,1006.45,-0.31,995.89,+12.75,1461.03,1729.26,107.29,+73.69,1513.64,1689.68,70.42,+36.63
Neon Esports,3-7-2022,892.05,890.75,-0.06,915.01,-48.71,860.93,854.41,+10.18,878.17,-50.98,1220.71,1457.70,94.80,-20.92,1512.91,1632.87,47.98,-21.91
Wolf Team,3-7-2022,1072.68,1074.46,-3.59,1074.90,+31.11,1126.23,1129.32,-6.23,1131.93,+48.45,1414.41,1797.06,153.06,-56.43,1506.38,1671.83,66.18,-2.07
Noping VPN,3-7-2022,967.28,966.48,+1.61,977.30,-39.54,949.24,948.00,+2.50,946.50,-26.75,1103.41,1384.70,112.52,-14.22,1505.34,1641.93,54.64,-18.82
Ravens,3-7-2022,979.22,978.71,+1.03,991.21,-40.09,961.92,960.98,+1.88,982.58,-71.39,1449.80,1739.94,116.06,-92.06,1495.24,1671.29,70.42,-25.39
X3,3-7-2022,1014.94,1039.72,-11.67,991.96,+51.51,997.72,1069.94,-74.08,1019.32,+9.84,1426.83,1571.94,58.04,+43.61,1487.58,1602.08,45.80,+18.45
No Monkey Business,3-7-2022,978.09,982.88,-25.82,960.58,-4.83,977.99,992.78,-51.79,938.59,+14.59,1044.39,1601.65,222.90,-37.13,1486.47,1640.86,61.76,-2.22
cybercats,3-7-2022,902.39,900.00,+4.82,891.57,+22.38,838.94,834.99,+7.95,821.09,+36.93,1504.47,1707.32,81.14,-19.49,1471.77,1622.34,60.23,+3.01
YNT,3-7-2022,,,-,,-,,,-,,-,1464.39,1690.42,90.41,+52.30,1447.27,1643.42,78.46,+42.06
Ooredoo Thunders,3-7-2022,999.86,980.63,+26.43,984.62,-,1042.78,964.42,+121.29,970.50,-,1379.54,1602.86,89.33,+43.00,1446.59,1592.98,58.56,+4.17
Team Empire,3-7-2022,932.06,930.40,+3.35,952.29,+4.79,874.89,871.83,+6.17,918.53,-1.99,1190.68,1397.46,82.71,-7.85,1441.77,1559.61,47.14,-9.30
HF,3-7-2022,,,-,,-,,,-,,-,1314.70,1602.53,115.13,-80.84,1437.82,1618.43,72.24,-1.89
Team Bald Reborn,3-7-2022,902.95,900.57,+4.79,910.76,-25.35,843.20,839.35,+7.74,856.04,-38.78,1227.76,1516.60,115.53,+87.80,1423.69,1574.67,60.39,+4.11
Balrogs e-Sport,3-7-2022,943.73,942.35,+2.78,946.27,-24.55,906.24,903.94,+4.63,906.44,-24.87,1079.19,1368.30,115.65,+126.01,1411.70,1565.98,61.71,+26.15
KBU.US,3-7-2022,974.27,973.64,+1.27,966.37,-22.90,954.89,953.79,+2.23,935.79,-51.56,1409.05,1585.88,70.73,-11.21,1401.43,1531.45,52.01,-0.70
Gorillaz-Pride,3-7-2022,1043.44,1044.51,-2.14,1034.39,+37.93,1073.52,1075.32,-3.63,1057.74,+63.48,1023.26,1324.29,120.42,-80.24,1400.26,1551.52,60.50,-20.12
5RATFORCESTAFF,3-7-2022,1053.65,1054.97,-2.65,1084.58,-23.98,1038.42,1039.36,-1.90,1105.97,-64.96,1199.81,1536.93,134.85,+143.38,1396.32,1561.74,66.17,+19.83
IVY,3-7-2022,944.40,943.03,+2.74,911.74,+86.50,969.15,968.39,+1.52,910.41,+168.49,1300.13,1594.87,117.89,-38.95,1394.62,1545.39,60.31,-9.75
11Monkeyz,3-7-2022,,,-,,-,,,-,,-,1359.66,1548.21,75.42,+113.33,1394.27,1576.52,72.90,+112.00
The Cut,3-7-2022,850.84,859.01,-8.27,888.67,-79.86,804.91,798.31,+20.79,827.23,-81.80,1237.13,1521.81,113.87,-13.61,1382.42,1518.73,54.52,-8.02
Eternity,3-7-2022,912.25,910.10,+4.33,902.22,+48.41,895.30,892.74,+5.17,879.82,+109.82,1128.49,1434.41,122.37,-100.20,1357.62,1499.98,56.94,-20.19
Yet Another Team,3-7-2022,926.11,938.37,+6.23,904.79,+2.53,907.56,932.96,+8.64,840.57,+50.57,904.80,1521.91,246.84,-33.31,1357.51,1539.02,72.61,-1.88
Simply TOOBASED,3-7-2022,878.26,875.27,+6.01,866.98,+10.57,825.33,821.05,+8.62,809.37,+13.47,1108.68,1435.41,130.69,+88.06,1342.20,1487.88,58.27,+9.19
Arkosh Gaming,3-7-2022,949.64,948.40,+2.49,933.53,+57.18,960.62,959.66,+1.94,936.77,+99.22,1095.81,1364.63,107.53,+114.84,1327.38,1465.62,55.30,+12.98
Nova,3-7-2022,886.76,906.51,-45.36,932.95,-,825.71,861.10,-85.29,880.69,-,869.91,1464.45,237.82,-34.65,1322.25,1509.33,74.83,-1.82
felt,3-7-2022,1005.77,1005.91,-0.28,1023.59,-42.79,995.81,995.71,+0.21,1035.74,-117.49,991.26,1341.76,140.20,-37.94,1287.51,1437.44,59.97,-14.09
Happy Seals,3-7-2022,896.71,945.36,-105.56,1010.73,-157.24,766.27,882.79,-227.52,1001.24,-318.50,1019.90,1279.88,103.99,+77.69,1233.19,1389.78,62.64,+15.23
5ManMidas,3-7-2022,920.41,918.46,+3.93,933.11,-17.42,859.55,856.11,+6.93,887.98,-41.07,956.27,1291.52,134.10,-1.44,1181.09,1336.63,62.22,-6.65
OG,2-7-2022,1145.78,1149.35,-7.19,1151.75,+17.49,1267.11,1273.66,-13.18,1282.74,+7.32,2003.89,2241.77,95.15,+22.34,1957.67,2072.80,46.05,+5.90
Tundra Esports,2-7-2022,1158.21,1168.92,+8.54,1124.08,+46.70,1236.96,1259.57,+13.36,1177.67,+85.27,1959.09,2176.38,86.92,+34.30,1956.72,2068.25,44.61,-0.65
PSG.LGD,2-7-2022,1187.48,1161.15,+43.06,1152.81,+67.27,1295.43,1230.64,+103.44,1213.00,+137.56,1772.80,2037.40,105.84,-23.38,1948.40,2075.11,50.68,-18.35
Xtreme  Gaming,2-7-2022,1094.18,1110.32,-34.48,1118.86,-61.28,1107.70,1144.96,-80.37,1155.11,-118.54,1998.27,2263.48,106.09,+143.69,1913.26,2040.86,51.04,+36.98
Royal Never Give Up,2-7-2022,1093.16,1061.40,+70.73,1065.09,-12.01,1175.19,1091.49,+198.37,1066.02,+45.09,2025.12,2279.01,101.56,+83.76,1908.90,2028.39,47.79,+13.23
Team Spirit,2-7-2022,1163.89,1167.91,-8.09,1139.33,+29.47,1253.43,1259.64,-12.51,1196.55,+78.79,1859.94,2136.96,110.81,+27.08,1907.02,2033.59,50.63,+5.29
Team Aster,2-7-2022,1093.18,1100.74,+2.80,1090.68,+17.34,1121.69,1145.63,-5.66,1130.15,+3.34,1934.82,2194.29,103.79,-42.23,1901.95,2022.05,48.04,-14.53
TSM FTX,2-7-2022,1095.97,1098.32,-4.74,1111.99,-31.99,1122.12,1125.11,-6.03,1146.81,-46.04,1740.70,1996.63,102.37,+10.62,1878.02,1997.89,47.95,-1.32
Team Liquid,2-7-2022,1134.13,1102.28,+57.93,1091.61,+49.42,1258.95,1193.16,+121.73,1172.26,+82.88,1836.18,2061.33,90.06,-42.51,1862.43,1980.87,47.38,-15.98
BOOM Esports,2-7-2022,1118.90,1144.54,-21.00,1160.39,-61.08,1127.07,1181.00,-39.89,1205.84,-113.93,1832.38,2042.44,84.03,+88.73,1861.89,1978.15,46.51,+15.83
BetBoom Team,2-7-2022,1151.13,1154.83,-7.46,1146.53,-,1247.87,1253.94,-12.23,1249.76,-,1727.09,1986.32,103.69,+15.24,1841.45,2005.32,65.55,+8.57
Vici Gaming,2-7-2022,1033.24,1034.05,-1.64,1018.75,+72.75,1090.05,1092.25,-4.44,1064.10,+147.31,1886.76,2151.78,106.01,+53.41,1841.04,1970.07,51.61,+13.76
Gaimin Gladiators,2-7-2022,1079.12,1095.69,-82.59,1108.14,-12.74,1085.57,1118.95,-176.08,1163.73,-46.51,1737.66,1969.26,92.64,+17.09,1836.40,1958.31,48.76,+5.96
Evil Geniuses,2-7-2022,1136.89,1140.24,-6.75,1138.84,-3.73,1204.28,1209.28,-10.08,1207.03,-15.20,1744.57,1994.52,99.98,+10.11,1835.02,1964.71,51.88,+0.94
INVICTUS GAMING,2-7-2022,1037.04,1037.95,-1.83,1029.20,+19.82,1049.49,1050.70,-2.44,1034.81,+34.25,1625.13,1958.43,133.32,+56.93,1834.95,1969.32,53.75,+7.30
Quincy Crew,2-7-2022,1050.54,1051.78,-2.49,1056.88,+2.35,1068.70,1070.39,-3.39,1075.66,+14.70,1882.61,2215.64,133.21,+67.73,1830.86,1974.49,57.45,+16.88
Thunder Awaken,2-7-2022,1209.65,1214.79,-10.35,1219.75,+4.43,1295.18,1302.42,-14.57,1306.89,+12.37,1627.40,1951.65,129.70,-69.03,1822.72,1943.80,48.43,-2.88
Entity,2-7-2022,1092.37,1094.63,-4.56,1107.92,-68.24,1118.40,1121.30,-5.84,1138.69,-118.68,1854.34,2104.33,100.00,+15.42,1818.63,1945.12,50.59,+1.11
Team Secret,2-7-2022,1010.30,1010.55,-0.51,1013.91,+2.49,1017.13,1017.55,-0.85,1025.51,+5.24,1810.53,2105.97,118.17,+133.21,1816.05,1948.11,52.82,+19.24
Fnatic,2-7-2022,1125.44,1128.51,-6.19,1114.37,+54.88,1221.11,1226.53,-10.91,1196.48,+110.34,1757.90,1989.61,92.68,-58.74,1795.95,1918.71,49.10,-19.47
EHOME,2-7-2022,990.51,1000.43,-24.20,1005.09,+19.74,990.36,1012.71,-57.80,1026.62,+45.28,1713.56,1977.96,105.76,+39.14,1792.10,1922.43,52.13,+4.85
T1,2-7-2022,1096.20,1098.56,-4.75,1100.12,-14.10,1147.66,1151.28,-7.29,1151.07,-17.73,1710.96,1936.40,90.18,-28.61,1777.69,1896.12,47.37,-16.94
beastcoast,2-7-2022,1087.83,1089.98,-4.33,1107.73,-71.15,1134.98,1138.29,-6.66,1164.17,-126.52,1681.61,1916.56,93.98,+62.51,1764.29,1886.62,48.93,+9.98
Nigma Galaxy,2-7-2022,969.86,982.78,-0.73,967.22,+14.76,1012.89,1037.26,+11.65,997.53,+61.74,1684.32,2014.07,131.90,+22.44,1760.98,1896.32,54.13,+3.88
Natus Vincere,2-7-2022,1011.72,1012.01,-0.58,1019.26,-3.97,1015.95,1016.34,-0.79,1038.67,-17.07,1728.15,2015.34,114.88,-47.49,1737.41,1877.69,56.11,-0.38
nouns,2-7-2022,1058.44,1058.19,-,1058.19,-,1123.63,1117.34,-,1117.34,-,1643.22,1892.35,99.65,-9.16,1702.08,1876.01,69.57,-17.71
Team Magma,2-7-2022,956.74,955.68,+2.13,952.69,-35.08,937.13,935.59,+3.10,927.12,-56.09,1344.80,1656.38,124.63,-93.30,1697.78,1833.60,54.33,-20.66
RSG,2-7-2022,1059.40,1034.86,+12.15,1097.75,-46.29,1071.66,1018.30,+34.57,1139.88,-97.32,1742.53,1917.38,69.94,+15.27,1692.57,1843.91,60.53,+8.71
Team SMG,2-7-2022,964.78,963.91,+1.74,968.92,-34.05,947.70,946.42,+2.58,954.07,-56.45,1688.85,1938.47,99.85,+97.99,1691.72,1823.34,52.65,+21.62
Aster.Aries,2-7-2022,1070.17,1071.89,-3.46,1058.75,+78.93,1118.18,1121.08,-5.83,1099.10,+129.71,1590.75,1889.63,119.55,-19.24,1691.02,1839.20,59.27,-8.27
Talon,2-7-2022,1071.75,1073.51,-3.54,1081.37,-29.50,1102.82,1105.34,-5.07,1116.60,-42.27,1798.05,2035.23,94.87,+66.72,1684.16,1843.19,63.61,+32.29
One Move,2-7-2022,1105.66,1135.65,-44.95,1158.54,-53.62,1220.36,1192.94,+5.73,1220.43,+4.74,1562.05,1747.58,74.21,-3.95,1679.63,1792.26,45.05,-6.67
Polaris Esports,2-7-2022,1117.17,1091.07,+93.37,1057.25,+71.02,1244.68,1146.52,+227.38,1069.25,+203.68,1718.78,1871.44,61.07,-11.16,1679.13,1790.92,44.72,-7.93
Execration,2-7-2022,1056.32,1072.10,-26.67,1019.49,+91.81,1080.97,1117.58,-76.98,1060.13,+103.56,1702.05,1884.28,72.89,+20.98,1667.42,1784.09,46.67,+9.92
CDEC ,2-7-2022,967.94,967.16,+1.58,964.39,+7.35,957.20,956.15,+2.11,952.46,+9.81,1570.82,1904.51,133.48,+51.51,1661.05,1825.02,65.59,+23.62
HellRaisers,2-7-2022,1014.31,1014.67,-0.71,1055.19,-75.65,1002.67,1002.74,-0.13,1081.58,-146.10,1521.26,1825.11,121.54,+148.10,1655.76,1796.68,56.37,+13.46
SHENZHEN,2-7-2022,982.00,981.56,+0.89,979.25,+9.93,967.83,967.04,+1.59,965.34,+5.72,1486.89,1754.45,107.02,+218.59,1651.02,1798.76,59.09,+50.74
Infamous U.esports.,2-7-2022,1017.43,1013.37,-18.14,1034.78,-8.61,1055.47,1011.50,+18.51,1056.04,+27.94,1573.86,1780.97,82.84,-18.29,1630.11,1744.98,45.95,-9.09
Nigma Galaxy SEA,2-7-2022,1111.70,1092.03,+30.02,1010.11,+138.15,1121.94,1159.39,-66.74,1037.11,+135.83,1686.28,1839.38,61.24,-12.94,1629.49,1745.97,46.59,-10.27
Hokori,2-7-2022,1066.27,1077.62,-29.98,1078.33,+2.16,1093.32,1113.34,-58.68,1131.53,-45.48,1490.10,1756.62,106.61,+152.20,1620.01,1736.88,46.75,+14.13
Wildcard Gaming,2-7-2022,1110.68,1084.70,+43.88,1033.97,+119.51,1198.13,1153.93,+65.68,1077.24,+187.02,1531.08,1767.99,94.76,+39.61,1616.15,1739.84,49.47,+5.63
Tempest,2-7-2022,1036.21,1037.09,-1.79,1041.83,-13.63,1049.95,1051.18,-2.46,1054.38,-2.29,1485.21,1741.74,102.61,+71.52,1615.53,1744.32,51.51,+5.50
Alliance,2-7-2022,1047.79,1048.97,-2.36,1045.40,+44.14,1111.93,1114.67,-5.52,1113.67,+46.54,1140.54,1514.80,149.70,+7.52,1599.46,1743.62,57.66,-16.47
Into The Breach,2-7-2022,992.83,992.66,+0.35,999.10,-55.60,950.60,949.39,+2.44,955.84,-86.61,1466.22,1732.63,106.56,+83.96,1598.72,1742.26,57.42,+10.81
LBZS,2-7-2022,884.82,882.00,+5.68,892.08,-50.77,815.76,811.25,+9.09,834.29,-101.26,1319.64,1599.54,111.96,-7.53,1596.52,1741.80,58.11,-8.30
Brame,2-7-2022,1057.13,1024.48,+80.36,969.89,+78.52,1211.53,1100.74,+205.67,994.82,+203.39,1407.76,1617.35,83.84,-50.62,1594.72,1710.12,46.16,-20.31
Ybb gaming,2-7-2022,951.53,950.34,+2.39,940.61,+14.55,929.48,927.75,+3.48,905.76,+54.26,1373.05,1635.59,105.02,+103.14,1593.07,1746.46,61.36,+24.89
Mind Games,2-7-2022,1009.93,1010.18,-0.49,1048.59,-66.22,1008.88,1009.10,-0.44,1064.56,-98.29,1336.41,1628.78,116.95,+70.63,1587.91,1721.96,53.62,+3.73
NO SORRY,2-7-2022,1089.27,1053.14,+22.10,1027.53,+121.48,1099.79,1080.79,-12.39,1050.29,+143.62,1582.83,1729.53,58.68,+8.36,1585.91,1701.55,46.25,-7.86
HYDRA,2-7-2022,952.36,957.47,-14.34,1008.61,-122.21,924.93,925.97,+2.29,1002.49,-213.47,1545.19,1676.80,52.64,-17.69,1579.00,1679.10,40.04,-18.35
Team Saiyan,2-7-2022,948.41,947.14,+2.55,974.41,-75.87,891.19,888.53,+5.37,934.41,-127.92,1225.49,1524.62,119.65,-6.34,1575.13,1724.01,59.55,-14.44
Lilgun ,2-7-2022,920.07,948.74,-76.94,989.38,-104.12,876.10,906.33,-86.06,952.37,-130.77,1546.76,1771.17,89.76,+27.53,1574.75,1692.53,47.11,+11.03
Army Geniuses,2-7-2022,1086.45,1099.41,-30.55,1050.52,+90.62,1103.28,1142.70,-88.95,1102.87,+59.37,1575.46,1753.32,71.14,+13.24,1572.88,1693.27,48.15,+5.46
Pari Parni,2-7-2022,1006.38,1006.53,-0.31,1013.81,-14.92,1010.67,1010.93,-0.53,1001.46,+11.41,1344.32,1562.19,87.15,+60.13,1572.12,1701.95,51.93,+6.30
